userid,name,screenname,location,accountcreated,follower,friend,verified
996391038116708354,lian🌌🏜,yawneveryday,Indonesia,2018-05-15,371,408,0
79461117,l,IsmiHrtanti,"Tangerang, Banten, Indonesia.",2009-10-03,2222,376,0
1131868408515973120,i'm simping,erlinoise,Indonesia,2019-05-24,4292,4025,0
374513426,RANTI LESTARI,rantiRL,Indonesia,2011-09-16,758,445,0
4752999997,kenalin nama aku,sintawindarti,"Kota Tangerang Selatan, Banten",2016-01-13,431,288,0
518263305,Bintang,ishtar_____,Indonesia,2012-03-08,653,145,0
260158021,Neey'❦',sweetmatchax,Indonesia,2011-03-03,1709,893,0
1023507934645342208,🌙,getinlife_,Indonesia,2018-07-29,222,179,0
518263305,Bintang,ishtar_____,Indonesia,2012-03-08,653,145,0
1113741144,Me,Riskarrahayu,BH 🔛 PB,2013-01-23,215,172,0
1252675345129648130,°open joki tugas smp-sma-psikologi,pecintaciloq,Di timeline kmu,2020-04-21,2823,2810,0
1187958430448775168,mann🌸| WTB TY PAST & JM WGU,yoonohnoona,Jaeyongist,2019-10-26,1091,1086,0
2994397543,Can,sandraannisa30,"Kota Batam, Kepulauan Riau",2015-01-24,714,417,0
130815538,wallet can not be blank,mamapinkfong,"Semarang, Jawa Tengah",2010-04-08,682,1042,0
1629914148,Nyot,parrarampam,+62,2013-07-29,99,526,0
834379411633930240,Feby S,febysm_,"Purwokerto Timur, Indonesia",2017-02-22,54,76,0
1020479271372959744,@althaanya,althaanya1,"Bandung, Jawa Barat",2018-07-21,4,44,0
1291751617541189635,NITA,febrianita_k,"Yogyakarta, Indonesia",2020-08-07,3,102,0
333919016,-,msnooov,sda-sub,2011-07-12,1142,413,0
1113741144,Me,Riskarrahayu,BH 🔛 PB,2013-01-23,215,172,0
57313203,Calon Istri Soleha,samrotuasli,404 Not Found,2009-07-16,654,364,0
41060872,warga sini,putriokta20_,Indonesia,2009-05-19,1020,584,0
113614683,anggi.,anggreeyy,+62,2010-02-12,430,425,0
518263305,Bintang,ishtar_____,Indonesia,2012-03-08,653,145,0
559553454,kiki ~,RezkyAstinia,"Magetan-Surakarta,Indonesia",2012-04-21,492,295,0
1594683470,Maxii,maxii_little,Lost,2013-07-15,1253,595,0
869192640696209408,awrifnur,awrifnur,"Bandung, Indonesia",2017-05-29,119,337,0
67472020,Baxcot Putra Rahayu,Baxcot,Little Amsterdam,2009-08-21,420,260,0
1143719606135087104,Hafizamutthari,fizahutt,MEDAN,2019-06-26,69,60,0
518263305,Bintang,ishtar_____,Indonesia,2012-03-08,653,145,0
622828770,Bittersweet,urbbygirlhere,surabaya,2012-06-30,551,50,0
1122561379813036032,iris,gataudih,Indonesia,2019-04-28,57,188,0
744611823819755521,𝙣𝙚𝙚𝙨𝙮𝙖,drunkbytch,Indonesia,2016-06-19,3084,604,0
244807364,bananarebus,nopiaks,Indonesia,2011-01-30,545,46,0
130815538,wallet can not be blank,mamapinkfong,"Semarang, Jawa Tengah",2010-04-08,682,1042,0
1327611309173575691,qwinnythepooh,beqwin_,Indonesia,2020-11-14,7,103,0
781952816,Syesye,syaniaismaymayy,Indonesia,2012-08-26,356,397,0
1316324682149240832,Hunny,nidaaslamet,Indonesia,2020-10-14,43,59,0
1240554129719619584,f i g h t i n g h a e y a d w e,nellythekoala,Indonesia,2020-03-19,20,162,0
562786929,iseelll,GiselaMHR,"Surabaya, Indonesia",2012-04-25,372,198,0
73590641,Yusi Pramandari,yusipramandari,"denpasar, bali",2009-09-12,662,881,0
1107635564965036034,vfp,geeyoote,Indonesia,2019-03-18,56,330,0
455553756,🐬,btbt123_,Indonesia,2012-01-05,403,316,0
2368263998,dendy,hoIIysweet,JAKARTA - MILANO,2014-03-02,751,220,0
1353507522825527296,Jemi,jemiopso,"Central Java, Indonesia",2021-01-25,82,286,0
1547364727,Cowfop,puttercheese,kaya undangn aja ada lokasinya,2013-06-26,343,319,0
1291399352288600065,literally insane,gajelasnext,Indonesia,2020-08-06,29,118,0
763377967598669825,Nasi Goreng,FahddelAbdillah,Sumatera Barat,2016-08-10,54,36,0
95920260,Gabriella Aswad,Gabbrrr,Earth,2009-12-10,671,460,0
1024122738,Ai,aayce_,Indonesia,2012-12-20,183,234,0
1070549467961548800,manusia,Fitriansyah_ahm,"Karawang, Jawa Barat",2018-12-06,5,105,0
1214044597376049152,♈,ikaanuryani__,Zimbabwe,2020-01-06,33,107,0
622828770,Bittersweet,urbbygirlhere,surabaya,2012-06-30,551,50,0
455553756,🐬,btbt123_,Indonesia,2012-01-05,403,316,0
622828770,Bittersweet,urbbygirlhere,surabaya,2012-06-30,551,50,0
1267322567771090944,el el el,sunflowflowers,Indonesia,2020-06-01,25,89,0
848872436,Sugar Honey Ice and Tea,delpierojak,"Purwokerto Utara, Indonesia",2012-09-27,193,196,0
578499848,🦕,sssleepygirl,Indonesia,2012-05-13,1003,671,0
129772069,S S A,Shaviras09,Indonesia,2010-04-05,313,782,0
1355885659567886336,Furi,moyakoya09,Indonesia,2021-01-31,1,2,0
1253320129737191430,Fridaa,fri_daayy,Mars,2020-04-23,0,50,0
1355885659567886336,Furi,moyakoya09,Indonesia,2021-01-31,1,2,0
1355885659567886336,Furi,moyakoya09,Indonesia,2021-01-31,1,2,0
1355885659567886336,Furi,moyakoya09,Indonesia,2021-01-31,1,2,0
1074452371197972480,ori,oriasligaboong,Indonesia,2018-12-16,44,78,0
1355885659567886336,Furi,moyakoya09,Indonesia,2021-01-31,1,2,0
1355885659567886336,Furi,moyakoya09,Indonesia,2021-01-31,1,2,0
1355885659567886336,Furi,moyakoya09,Indonesia,2021-01-31,1,2,0
205292344,Addiction to you,fakuya,South East Asia,2010-10-20,1170,614,0
411192400,AMumun,Munarip8,Indonesia,2011-11-13,180,220,0
1355885659567886336,Furi,moyakoya09,Indonesia,2021-01-31,1,2,0
1215148674,qoryger,gerydjs,BDO,2013-02-24,335,323,0
1141535195058716673,CallmeYay,SultanAryaSyah1,"DKI Jakarta, Indonesia",2019-06-20,27,116,0
1215148674,qoryger,gerydjs,BDO,2013-02-24,335,323,0
1355885659567886336,Furi,moyakoya09,Indonesia,2021-01-31,1,2,0
1288450830199173120,Dep,panggilBidadari,Indonesia,2020-07-29,36,32,0
3277768027,Tyffani Putri,tyffania,Indonesia,2015-07-12,33,110,0
1117487830119280645,syè,taurusgaaaalz,"Jakarta Capital Region, Indonesia",2019-04-14,43,28,0
1005391006949261312,hi ol,faraqwin,Indonesia,2018-06-09,82,205,0
1330188841890811910,andal | jual netflix 30k antihold,AndalCoi,BCA DANA GOPAY OVO SHOPEEPAY,2020-11-21,871,785,0
137913631,deepsii,deepsiiboy,Indonesia,2010-04-28,491,455,0
1835269728,caroline jual preloved pakaian,suninfry,Indonesia,2013-09-08,596,380,0
1250491200320106496,Freisytaa,freisytadks_,"Yogyakarta, Indonesia",2020-04-15,892,410,0
80853853,your secret admirer,phoputri,"Surabaya, Indonesia",2009-10-08,468,484,0
3247418238,Gadis Bertuan,gadispopmie,Indonesia,2015-06-17,14,181,0
1250627112928600065,arrfaviv,avivarrf,Indonesia,2020-04-16,11,4,0
561701562,penggemar ayam goreng,NindyaSularso,"Jawa Timur, Indonesia",2012-04-24,172,537,0
2267157642,kinderjoy,Nahrfa,Jakarta Capital Region,2013-12-29,332,260,0
495000689,everythingiseuphoria,muhkhaerulamri,|-/,2012-02-17,276,337,0
1033755748772110336,caa,lullabynuna,jauh pake helm,2018-08-26,680,860,0
1087540411369873408,A R I E,arialfath07,"Kota Medan, Sumatera Utara",2019-01-22,129,602,0
232177562,Dyah Aprilia,dyahapriliaS,"Yogyakarta, Indonesia",2010-12-30,632,361,0
315317249,Mahardhika Eirene,mahardhikaeb,Indonesia,2011-06-11,366,260,0
321265882,Vanesha n.n,VaneshaNtoma,+62. ,2011-06-21,433,564,0
610581488,judy,seppheora,Indonesia,2012-06-17,685,478,0
141041585,Dew.,dwntgn20,Indonesia,2010-05-07,1437,355,0
190658194,Muhammad Allief N.C.,AlliefRiddleJR,jakarta,2010-09-14,629,1219,0
475608652,quirky alone ✨,bellaevancho_,Hollandia,2012-01-27,213,459,0
1469403800,Anash Muhammad,anashmhmmd,Indonesia,2013-05-30,122,118,0
2305949407,Rrrr,akucangtipwe,Indonesia,2014-01-23,87,332,0
1101482348023934976,initatak,tataktjoy,Indonesia,2019-03-01,161,202,0
710138227,chipo,shifaaulyahr,smg,2012-07-22,687,318,0
1176809158785433600,orange water,OrangeUc1000,kulkas alfamart,2019-09-25,33,139,0
1123286046584725504,tacacantik,tninayah,📍Jkt-Bgr,2019-04-30,75,178,0
60594199,Haru haru's 🦙,uri_ruruto5404,Indonesia,2009-07-27,657,425,0
490108077,😈,brupwurgf,Indonesia,2012-02-12,647,293,0
199588812,gwenchana,bogosipeooo,Indonesia,2010-10-07,723,379,0
1215529180336492544,Dukun Bayi,tnptrnti,"Sleman, Indonesia",2020-01-10,450,324,0
1281627929441497091,sa,blueflowwr,Indonesia,2020-07-10,209,207,0
292201018,nsgrngkuy,nasikrim,Indonesia,2011-05-03,52,468,0
511964846,Alwn,alwanG9,Bekasi,2012-03-02,138,187,0
254986933,Evlinlidwina,Evlinlidwinaa,Indonesia,2011-02-20,826,595,0
2601546505,bubur⁷,codenametofu,Indonesia,2014-07-03,45,374,0
987393263102390272,Tama Aleandro,aleandro_tama,"Medan,Sumatera utara,Indonesia",2018-04-20,165,118,0
3012312304,fit,fitriaanh_,here,2015-02-02,296,214,0
1182145905647968256,miiii🕊,miegoureng,Indonesia,2019-10-10,791,913,0
349556039,bulanmaghfiraa,selenic__,Cibubur,2011-08-06,1674,1620,0
205550696,Indra,draIndraban,Indonesia,2010-10-21,216,212,0
1386443468,🪐,trippinjunkie,nyctophilia,2013-04-28,932,260,0
1182145905647968256,miiii🕊,miegoureng,Indonesia,2019-10-10,791,913,0
99445676,.,blueuncommonly,"INTERNET, ID",2009-12-26,270,321,0
1260324321152528384,ZARA,ahzahrarossi,Indonesia,2020-05-12,147,195,0
1182145905647968256,miiii🕊,miegoureng,Indonesia,2019-10-10,791,913,0
125934864,safira hilmy,sfrhlmprl,Indonesia,2010-03-24,1163,475,0
427936891,DEMACOLIN,rahmi_reza,"Kota Surabaya, Jawa Timur",2011-12-04,483,352,0
1075687997448704000,berenang,tenggelamm,Indonesia,2018-12-20,16,601,0
1098973255732350976,Cucunya Haji Rojak,iklanenergen,Indonesia,2019-02-22,2,22,0
878003696,Feraz Gobel,dedemittttt,indonesia,2012-10-13,249,110,0
101634682,pandhus,pandhus,Indonesia,2010-01-04,1316,733,0
254986933,Evlinlidwina,Evlinlidwinaa,Indonesia,2011-02-20,826,595,0
1083172900335566848,shanks,isanqiqi,Indonesia,2019-01-10,45,305,0
1127283110758903808,Iam Not Crocodile 🐊,afirmanch_,Women's bra,2019-05-11,25,52,0
1114910214614962178,f,faranast,Indonesia,2019-04-07,36,59,0
154136043,Jen,zeniamerritya,Malang,2010-06-10,382,948,0
1281627929441497091,sa,blueflowwr,Indonesia,2020-07-10,209,207,0
1685337170,Pacar tirimu,pacarpungut,In God's Hand,2013-08-20,68,184,0
1178598838031880192,orgasm donor,horseheadnebuIa,land of ooo,2019-09-30,104,699,0
534405715,Raahasiain,saviraaa16_,cinta Indonesia,2012-03-23,276,419,0
1326567427484733445,Deldel🌿,Delsky19,Indonesia,2020-11-11,13,65,0
1251418607633838087,rheina liendy,rheinaliendys,Indonesia,2020-04-18,24,109,0
1206990226066792448,calon umma,egiegoyreregina,Indonesia,2019-12-17,19,52,0
914592786,Aan,resky_aanugrah,"Makassar, Indonesia",2012-10-30,254,415,0
294534891,ay,ayidaaaa,Indonesia,2011-05-07,739,550,0
2226615800,🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,xznxxz,Kost-Kampus,2013-12-02,721,385,0
195674871,Mufa,mufarhh_,find me,2010-09-27,563,327,0
497000014,ega,eghalstari,ask.fm/egalstari,2012-02-19,430,206,0
1147407753280798720,🐻,kaiXahXimnida,EXO Planet,2019-07-06,521,539,0
2601546505,bubur⁷,codenametofu,Indonesia,2014-07-03,45,374,0
1086866757921300480,zara,zhrhanfh,Indonesia,2019-01-20,38,360,0
845080369,Ollaak,eaastside,Jakarta - Indonesia,2012-09-25,2105,1730,0
1216244268412440576,Marsha.,Marshaanakbaik,Indonesia,2020-01-12,28,50,0
1643304181,Damar Rizky Kurnia,namasayadrk,"Semarang, Indonesia",2013-08-03,289,309,0
1105164043143143424,Aulya Adila,aulyaadl,Indonesia,2019-03-11,157,245,0
1327423882995793921,Dandelion🍃,jurnaldandelion,Indonesia,2020-11-14,2,22,0
1337534303337476099,Jasmine,YasmineDanbo,📍Bandung.ID,2020-12-11,91,91,0
2864739527,Titip Absen,bukancuk,Indonesia,2014-11-06,1,44,0
225622446,adifta,A_Difta,"Heart, mind, universe",2010-12-12,256,493,0
216558183,🦋,lofansya,Indonesia,2010-11-17,94,178,0
949830463035600896,ndel🚀,hyunchilli,Indonesia,2018-01-07,505,690,0
758723070,Kocheng Oren,adityashut,"Kalimantan Timur, Indonesia",2012-08-15,270,128,0
2931654992,Nabil,meusaeternum,"Jawa Barat, Indonesia",2014-12-15,155,350,0
1330188841890811910,andal | jual netflix 30k antihold,AndalCoi,BCA DANA GOPAY OVO SHOPEEPAY,2020-11-21,871,785,0
3326832607,GunturDwiPutraaa.,gdwiip1,"Kota Makassar, Sulawesi Selatan",2015-08-23,91,167,0
175318864,S,heyitsabs_____,Indonesia,2010-08-06,464,82,0
149003020,Valentine Putri,valentinneputri,Indonesia,2010-05-28,406,586,0
1341389689505206272,ini,m0_0dyy,tempat jualan,2020-12-22,29,271,0
128798839,Cúns,seriouslyNisa, 🇮🇩,2010-04-02,451,206,0
1047521333322502144,geen,gingergeen,Indonesia,2018-10-03,223,308,0
4707555674,juiceey,Lazzuarrrdi,Indonesia,2016-01-04,32,37,0
180651418,Dagu Mancung,Nurindahjafar,Bantaeng Sulawesi Selatan,2010-08-20,929,621,0
817211900,yo🐣,yldfmt,Indonesia,2012-09-11,446,252,0
2742917767,aditya,fudanshi123,hatimu,2014-08-18,780,625,0
1261353189774725120,Aruna.,atvsumu,geminian. bi.,2020-05-15,124,217,0
1214921645854322688,rí,ririhemmings,Hogwarts,2020-01-08,180,199,0
1347408306956980225,pujiindahs,pujiindahs2,Indonesia,2021-01-08,16,25,0
1035103553507840005,pixiedust,sassypixie_,Disney World,2018-08-30,144,348,0
238101745,Bananalicious,helmisatriaaa,Jakarta Utara,2011-01-14,841,345,0
1209446112093851650,manipuspakawati,manipuspakawat1,"Bali, Indonesia",2019-12-24,29,138,0
154746036,Edwin Saputra,edwinsaputra15,Jakarta,2010-06-12,513,1350,0
2599864927,wawa,salwaputris,+62 ,2014-07-02,140,256,0
93791100,Join Us!,JoeCristopher,Medellín,2009-12-01,434,247,0
240506923,Desca 🐇,descarefitaput,Nitwit blubber oddment tweak!,2011-01-20,869,470,0
629257155,Dwi Sugma,dwisugmawati,"Batu, Indonesia",2012-07-07,185,189,0
1114560452657160192,nahdi,nahdisiniaja,Bandung,2019-04-06,139,449,0
1347408306956980225,pujiindahs,pujiindahs2,Indonesia,2021-01-08,16,25,0
69352038,🐠,twww___,Indonesia,2009-08-27,1081,679,0
225627065,Sarah F Indriyani,sarahfindriy,Jakarta Capital Region,2010-12-12,224,159,0
104811980,thanksforleavingme,mithasss,Jakarta,2010-01-14,765,257,0
543353793,olf,anairtsaolf,Indonesia,2012-04-02,1100,285,0
726984145851686912,Roziii i nya tiga,fthroziii,"Kota Gresik, Jawa Timur",2016-05-02,89,580,0
1266408249340776448,jinjin,520testudines,Indonesia,2020-05-29,1898,1866,0
97963114,adythia BAON bayu,baoons_,BATCH V !,2009-12-19,651,442,0
1267410117223309314,𝑨𝒄𝒂🍃,aphrodirza,antar kota,2020-06-01,675,700,0
1353973882718310400,rendyyardiansyah_,Renstzy_,Indonesia,2021-01-26,3,31,0
481087705,𝖆𝖒𝖔𝖗 𝖋𝖆𝖙𝖎,rachmansyeah,Indonesia,2012-02-02,1637,324,0
1013077422541901829,GryffindorGraduate,xblowsx,ประเทศจีน,2018-06-30,196,246,0
100405408,meta,azrmeta,Indonesia,2009-12-30,1552,218,0
1046643148552716288,🐼,iyainiakunku,Indonesia,2018-10-01,36,69,0
1348221536788828160,Circ,Circ26463037,Indonesia,2021-01-10,0,56,0
2578693411,milktea,cumatemaram,Indonesia,2014-06-20,94,173,0
1270174903346446336,saori saos tiram,saoori06,Jakarta Capital Region,2020-06-09,19,47,0
1242156024934436864,barbitj,y0ungmanggo,Indonesia,2020-03-23,51,70,0
174594873,Ridha Achmad,ridhaluf,"Balikpapan, Indonesia",2010-08-04,232,195,0
1057794880636772352,kurniawan,iwnlagi,Ternate-Yogyakarta,2018-11-01,57,848,0
1212787646482673664,🙊,FahreziArbi,Indonesia,2020-01-02,45,76,0
341471559,Jo! 🛠️,kangendibucinin,+6222 ,2011-07-24,454,168,0
4782707552,Arun,arunallr,Indonesia,2016-01-19,173,577,0
2881976744,Arief Setyo Adji,ariefsetyo_16,"Pemalang, Indonesia",2014-10-29,29,62,0
143028299,🌷,yohanarianthi,Indonesia,2010-05-12,964,347,0
829543909088915456,panda🐼,puppyjenoo,Indonesia,2017-02-09,45,180,0
1459028281,Febriyani Rustanti,febriyanitanti,Indonesia,2013-05-26,522,440,0
1179074254773469185,oggie,oggiefebriantho,Indonesia,2019-10-01,53,166,0
1120165229793427456,jipon.,elinggp,"Purwokerto Selatan, Indonesia",2019-04-22,37,121,0
1209984602812497920,Nur Annisa Hakim,_nurannisahakim,"Makasar, Indonesia",2019-12-25,117,365,0
307147031,fira,firarosyada,"Bekasi Barat, Indonesia",2011-05-29,298,341,0
1231603613329264640,👸🏼,brownsugareee,Indonesia,2020-02-23,23,54,0
250939579,the girl has no name,chitralalala,Indonesia,2011-02-12,2030,839,0
215545775,pisang salut,atikaaakw,Indonesia,2010-11-14,2365,974,0
2289334236,do your thang,bblackswaann,Indonesia,2014-01-13,368,255,0
767601653675462656,🌻,rkartikasaputri,Indonesia,2016-08-22,14,47,0
1195573325713461249,ekaᵛᵏ || kinda ia.,kthaddicted_,dirumah boun🇹🇭,2019-11-16,1747,2009,0
3628065134,JEK,Aldianbgskr_,Indonesia,2015-09-20,38,75,0
1125083607410675712,iyain aja,riagasombong,Indonesia,2019-05-05,84,166,0
85761825,Sherly yolanda putri,sherlyolandaaa,Indonesia,2009-10-28,1351,203,0
338759740,abdi,PratamaAbdiP,"Anfield, Liverpool",2011-07-20,496,295,0
1118172024558350336,"oh,hi",ndyzdee,Indonesia,2019-04-16,22,30,0
1104022928532762629,𝙉𝙖𝙣𝙖 𝙜 𝙥𝙠𝙚 𝙚𝙨,gar6itchh,Australia,2019-03-08,196,221,0
338759740,abdi,PratamaAbdiP,"Anfield, Liverpool",2011-07-20,496,295,0
1118172024558350336,"oh,hi",ndyzdee,Indonesia,2019-04-16,22,30,0
575307777,han,haniselvi,Indonesia,2012-05-09,402,72,0
2265967788,gembot,govindalvin,Indonesia,2013-12-28,146,82,0
599862064,Irvan Aristo,irvan_aristo,"Kota Medan, Sumatera Utara",2012-06-05,267,234,0
1078435793398419456,bi,bbriyas,Indonesia,2018-12-27,144,190,0
57998341,Yoga Perdana,BawaBetenang,smooking area,2009-07-18,322,351,0
1247813286482964480,Lenarady,Lennarady,Indonesia,2020-04-08,39,70,0
468412256,𝐒𝐄𝐏𝐓𝐄𝐌𝐁𝐄𝐑𝐅𝐈𝐑𝐒𝐓,mvhvrdikv,Indonesia,2012-01-19,81,124,0
1010731284702720000,dikan0pr,indomipierce,"Surakarta, Jawa Tengah ",2018-06-24,483,413,0
765234175892783104,Akuyangsatunya,akuyangsatunyaa,Indonesia,2016-08-15,46,8,0
60859149,Ms T.O.P,codile,"Seoul, Republic of Korea",2009-07-28,690,312,0
1027325663982714880,dingdong🐰,ulwaaulia,Indonesia,2018-08-08,71,223,0
92423517,didüt,krisnadytia,+62 // 28122,2009-11-25,94,221,0
456583688,andy mahayotaruk,andinosauruss,"Kota Surabaya, Jawa Timur",2012-01-06,3607,2487,0
178798897,Alma Swasti Widita,almaame,Di doa mamaku..,2010-08-15,436,311,0
1913759574,sinnsssss,yassinsyihab,Indonesia,2013-09-28,564,528,0
83590292,ÖLÄ,yojomblo,"Bali, Indonesia",2009-10-19,637,614,0
456583688,andy mahayotaruk,andinosauruss,"Kota Surabaya, Jawa Timur",2012-01-06,3607,2487,0
456583688,andy mahayotaruk,andinosauruss,"Kota Surabaya, Jawa Timur",2012-01-06,3607,2487,0
746682317381373952,Try Maharani,TryMaharani19,Indonesia,2016-06-25,198,426,0
456583688,andy mahayotaruk,andinosauruss,"Kota Surabaya, Jawa Timur",2012-01-06,3607,2487,0
73101515,Firda Zagita,firdagietha,"ÜT: -6.213664,106.935965",2009-09-10,396,204,0
205142602,Didit Ardiansah,diditardiansah,Tangerang,2010-10-20,223,208,0
1222536686824910848,bernard,kumendes_,"Los Angeles, CA",2020-01-29,128,244,0
1067412180809601024,부트리,qnxmfly,Indonesia,2018-11-27,78,160,0
1114810437663580160,risda⁷ | rest,decalckoo,taekook ♡ |,2019-04-07,999,1113,0
538849500,Susiani Str✨,susianisitorus,Indonesia,2012-03-28,633,371,0
96709002,🍫♔,catyaeka,"Pati, Indonesia",2009-12-14,739,543,0
386405639,ocateysyadidu,skuylivingcu,susah ditemuin,2011-10-07,682,446,0
1144522333152894976,Sukma Tesa Prabadijaya,prabadijaya,Indonesia,2019-06-28,113,159,0
1276430367071694848,Mey,mey_mey62695058,Indonesia,2020-06-26,1,40,0
1070265855458639872,🌻ミル🌻,ntlpaquette,Nowhere ,2018-12-05,6,89,0
1175609514239770624,Hey Maa!!🌼,ayemaraline,"Semarang, Jawa Tengah",2019-09-22,314,271,0
157270709,anak pak RT,Ihsandroid,"Bali, Indonesia",2010-06-19,823,871,0
1124335276698947585,Kang_Pukul,pukul_kang,Dimana kek gua udah gede,2019-05-03,68,274,0
1479748740,sadcat,Jose_Phineee,"Yogyakarta, Indonesia",2013-06-03,266,187,0
289193353,depoy,devitalestari95,Jakarta,2011-04-28,820,675,0
262568839,Human,mrnsia23,#024,2011-03-08,623,462,0
43292372,icarus dive,wambohuhu,Indonesia,2009-05-29,2543,684,0
298945381,Spongebob,gadisat,UA'14,2011-05-15,726,287,0
1010202819738021890,vania,paniaaq,Indonesia,2018-06-22,67,82,0
1116726366,🌻,ruthinitas,Indonesia,2013-01-24,524,174,0
1049170370161307650,ica,jjspicyy,Indonesia,2018-10-08,458,545,0
1013640593711378432,L.Mini,LMini10,Indonesia,2018-07-02,4,49,0
2351662244,T a c y a,suhaniNatasha,Indonesia,2014-02-19,258,434,0
765011173,-,rismadiyt,"Kendari, Indonesia",2012-08-18,549,181,0
324755517,Tii,uwteee,Indonesia,2011-06-27,470,309,0
370006451,shasaaaa,nirwanatiasha,kota tangerang.banten,2011-09-08,332,186,0
1210114484188041216,boy tablo,ohmykonss,Valdebebas,2019-12-26,50,1136,0
321942064,Reiner Braun,alifwr7,"Kono, Nigeria",2011-06-22,148,172,0
601804580,Retweeted your Tweet,saikekel,nomaden,2012-06-07,407,370,0
1165666315845038081,ꪀⅈડ,sylhies,"ᴅᴀʏ6, ᴇxᴏ, ɪᴋᴏɴ",2019-08-25,680,739,0
1049170370161307650,ica,jjspicyy,Indonesia,2018-10-08,458,545,0
599209718,bagaskara,sulthonbagask,Indonesia,2012-06-04,405,349,0
1123584145576288261,garr ♡,maheswariigr,Indonesia,2019-05-01,56,239,0
514286200,May,rskymyki,Orlando,2012-03-04,247,136,0
1265549228887203840,Nita Andryani,AndryaniNita,Indonesia,2020-05-27,18,19,0
1354987329144848386,Janu,demiDOYOUNG,Indonesia,2021-01-29,51,56,0
240506923,Desca 🐇,descarefitaput,Nitwit blubber oddment tweak!,2011-01-20,869,470,0
1088311045528023040,🎈🤡,salsalsaaaaa,"Jakarta Timur, DKI Jakarta",2019-01-24,179,1134,0
1142277380314034177,penjual cookies,Shellaaamanda_,Indonesia,2019-06-22,88,85,0
1315853661088608257,Pelangi Pelangi Alangkah Indahmu,PIndahmu,Indonesia,2020-10-13,69,209,0
1277834095729405953,suk.,sukemmmmm,pegang dadamu,2020-06-30,158,106,0
187795015,"Lu Mah Mending, Lah Gua?",arkanprdn,Indonesia,2010-09-07,996,669,0
830491508,1414,ylinda14,Indonesia,2012-09-18,157,124,0
2996982222,ubi,boelaubi,Indonesia,2015-01-26,126,52,0
1237578531938304001,Crazy Poor Surabaya,sarassoekarno,Indonesia,2020-03-11,21,39,0
1027054878948974592,isi sendiri,Abdiprayudha,Indonesia,2018-08-08,143,110,0
1359764460,Dharma Sanjaya,Sanjayasantosa2,"DKI Jakarta, Indonesia",2013-04-17,387,2572,0
1183036563271213056,🦁,luluyjane,Indonesia,2019-10-12,7,78,0
96709002,🍫♔,catyaeka,"Pati, Indonesia",2009-12-14,739,543,0
132125171,Annisa Kartika Sari,annisatika,Indonesia,2010-04-12,445,351,0
621510053,echa,dessandrads,maldives,2012-06-29,292,129,0
2298001393,simplyy💫,dddeww__,🌍🌎🌏,2014-01-18,147,287,0
865759429202923525,Blitz Comet ☄️,rvnggx,Indonesia,2017-05-20,19,214,0
1433194770,FeliciaYulita,feliciayulita_,Pontianak,2013-05-16,529,406,0
1453430869,Infundibulum ✨✨✨,loeyeaah,"Seoul,South Korea",2013-05-24,411,411,0
1144922973888925696,kiw,ikhiefauzan,"Pamulang, Indonesia",2019-06-29,55,157,0
973070766173401089,Crispy Crackers,Nah_ViviAlf,Indonesia,2018-03-12,65,94,0
96513062,🦄,combopokopang,1225 sycamore,2009-12-13,348,381,0
553204765,🍭,karintwol,Indonesia,2012-04-14,755,192,0
571671889,HAI,ivnsbstn,nowhere,2012-05-05,291,227,0
1119384047233298433,si bungsu,afqisme,"East Java, Indonesia",2019-04-19,26,37,0
378353771,Azura Aris,ajuya_ayish,Malaysia,2011-09-23,291,274,0
323003160,Araaaaaa♔,tamaracissy,"Kota Tangerang, Banten",2011-06-24,833,197,0
1139526851477430272,ty,bobagums_,Indonesia,2019-06-14,90,91,0
463394956,𝙕𝙖𝙙𝙝𝙞,nashruddinzadhi,"Gresik, Indonesia",2012-01-14,236,279,0
200407779,Zidna Tuqo Asy Syahidah,Zidnatuqoo,"Jakarta, Indonesia",2010-10-09,456,378,0
1725295664,yayi.,onyongggg,"Jakarta Selatan, DKI Jakarta",2013-09-03,242,20,0
1220424692,analala,ratianarusuci,Indonesia,2013-02-26,58,69,0
1142951870551298048,ciecii🌻,maroongreyy,in your mind,2019-06-24,271,281,0
3760759577,Anne,andrushalys,NSFW.,2015-09-24,64,32,0
1237345968325980160,ademsariglukgluk,sarirotiik,"Kalimantan Barat, Indonesia",2020-03-10,66,77,0
1181617507,US,usaidah_,Jember ,2013-02-15,637,400,0
548943207,s🐬,helopandaa24,Indonesia,2012-04-09,327,204,0
1192010816289042438,indomi rendang,ayucchh,malang,2019-11-06,924,708,0
1356205572136325122,Riioo,hampadiri,"DKI Jakarta, Indonesia",2021-02-01,1,30,0
548943207,s🐬,helopandaa24,Indonesia,2012-04-09,327,204,0
748568102,Ricky Rikahan,ricky_rikahan,pangkalpinang - bangka,2012-08-10,348,514,0
743714496561111040,lynn❦,marvelouws,she/her,2016-06-17,517,908,0
554050993,halo_pandaaa,khoridha_panda,+62 - Mlg,2012-04-15,597,241,0
337017366,Desra Qoirun Nisyaa,desranisa,ASR's,2011-07-17,264,201,0
1055829535701164032,P U N Y A V I A.,ddaisylv_,"Tangerang, Banten",2018-10-26,64,148,0
743714496561111040,lynn❦,marvelouws,she/her,2016-06-17,517,908,0
